靡ㄩ絏,るら,Μ絃基(じ)
1301 鹅,2018/1/24,99.2
1303 玭ㄈ,2018/1/24,80.3
1326 て,2018/1/24,107.5
1402 环狥穝,2018/1/24,26.55
2002 い葵,2018/1/24,25
2105 タ穝,2018/1/24,51.6
2207 ㎝ó,2018/1/24,366.5
2301 腳,2018/1/24,41.9
2303 羛筿,2018/1/24,14.4
2308 笷筿,2018/1/24,148
2317 翬,2018/1/24,116.35
2327 瓣エ,2018/1/24,331.35
2330 縩筿,2018/1/24,258
2357 地河,2018/1/24,280.5
2382 約笷,2018/1/24,64.2
2395 地,2018/1/24,235
2408 玭ㄈ,2018/1/24,80.5
2409 ね笷,2018/1/24,13.8
2412 い地筿,2018/1/24,108.5
2454 羛祇,2018/1/24,307.5
2474 Θ,2018/1/24,331
2633 芖蔼臟,2018/1/24,23.85
2801 裹蝗,2018/1/24,16.43
2823 い关,2018/1/24,28.91
2880 地玭,2018/1/24,16.5
2881 碔ü,2018/1/24,52.8
2882 瓣,2018/1/24,55.7
2883 秨祇,2018/1/24,10.75
2884 ド,2018/1/24,18.32
2885 じ,2018/1/24,14.15
2886 伦,2018/1/24,25.3
2887 穝,2018/1/24,14.07
2890 ッ伦,2018/1/24,9.85
2891 い獺,2018/1/24,21.05
2892 材,2018/1/24,19.79
2912 参禬,2018/1/24,287
3008 ミ,2018/1/24,"3,790"
3045 芖,2018/1/24,110
3481 竤承,2018/1/24,14.4
4904 环肚,2018/1/24,75
4938 ㎝河,2018/1/24,77.6
5871 い-KY,2018/1/24,95.29
5880 畐,2018/1/24,16.75
6505 鹅て,2018/1/24,121.5
9904 腳Θ,2018/1/24,39.45
1101 猟,2018/1/25,34.18
1102 ㄈ猟,2018/1/25,30.2
1216 参,2018/1/25,68.7
1301 鹅,2018/1/25,101.5
1303 玭ㄈ,2018/1/25,81.8
1326 て,2018/1/25,109
1402 环狥穝,2018/1/25,26.4
2002 い葵,2018/1/25,25.1
2105 タ穝,2018/1/25,51.9
2207 ㎝ó,2018/1/25,388
2301 腳,2018/1/25,43.1
2303 羛筿,2018/1/25,14.5
2308 笷筿,2018/1/25,147.5
2317 翬,2018/1/25,115.74
2327 瓣エ,2018/1/25,330.1
2330 縩筿,2018/1/25,258
2357 地河,2018/1/25,281
2382 約笷,2018/1/25,64.9
2395 地,2018/1/25,235.5
2408 玭ㄈ,2018/1/25,78.5
2409 ね笷,2018/1/25,14.05
2412 い地筿,2018/1/25,108.5
2454 羛祇,2018/1/25,305.5
2474 Θ,2018/1/25,324.5
2633 芖蔼臟,2018/1/25,23.85
2801 裹蝗,2018/1/25,16.63
2823 い关,2018/1/25,28.82
2880 地玭,2018/1/25,16.64
2881 碔ü,2018/1/25,53.4
2882 瓣,2018/1/25,55.6
2883 秨祇,2018/1/25,10.8
2884 ド,2018/1/25,18.37
2885 じ,2018/1/25,14.2
2886 伦,2018/1/25,25.6
2887 穝,2018/1/25,14.16
2890 ッ伦,2018/1/25,9.9
2891 い獺,2018/1/25,21.3
2892 材,2018/1/25,19.89
2912 参禬,2018/1/25,291
3008 ミ,2018/1/25,"3,790"
3045 芖,2018/1/25,110
3481 竤承,2018/1/25,14.25
4904 环肚,2018/1/25,75.7
4938 ㎝河,2018/1/25,79
5871 い-KY,2018/1/25,98.52
5880 畐,2018/1/25,16.89
6505 鹅て,2018/1/25,123
9904 腳Θ,2018/1/25,39.65
1101 猟,2018/1/26,34.72
1102 ㄈ猟,2018/1/26,30.3
1216 参,2018/1/26,67.5
1301 鹅,2018/1/26,103.5
1303 玭ㄈ,2018/1/26,81.6
1326 て,2018/1/26,111
1402 环狥穝,2018/1/26,26.55
2002 い葵,2018/1/26,25.1
2105 タ穝,2018/1/26,51.5
2207 ㎝ó,2018/1/26,385
2301 腳,2018/1/26,42.9
2303 羛筿,2018/1/26,14.6
2308 笷筿,2018/1/26,147.5
2317 翬,2018/1/26,115.74
2327 瓣エ,2018/1/26,311.32
2330 縩筿,2018/1/26,255
2357 地河,2018/1/26,281
2382 約笷,2018/1/26,64.4
2395 地,2018/1/26,236
2408 玭ㄈ,2018/1/26,79.4
2409 ね笷,2018/1/26,14.3
2412 い地筿,2018/1/26,108.5
2454 羛祇,2018/1/26,308
2474 Θ,2018/1/26,326.5
2633 芖蔼臟,2018/1/26,23.9
2801 裹蝗,2018/1/26,16.53
2823 い关,2018/1/26,28.63
2880 地玭,2018/1/26,16.59
2881 碔ü,2018/1/26,53.2
2882 瓣,2018/1/26,54.7
2883 秨祇,2018/1/26,10.75
2884 ド,2018/1/26,18.32
2885 じ,2018/1/26,14.2
2886 伦,2018/1/26,25.6
2887 穝,2018/1/26,14.11
2890 ッ伦,2018/1/26,9.9
2891 い獺,2018/1/26,21.15
2892 材,2018/1/26,19.84
2912 参禬,2018/1/26,288.5
3008 ミ,2018/1/26,"3,880"
3045 芖,2018/1/26,110.5
3481 竤承,2018/1/26,14.5
4904 环肚,2018/1/26,76
4938 ㎝河,2018/1/26,78.4
5871 い-KY,2018/1/26,97.25
5880 畐,2018/1/26,16.84
6505 鹅て,2018/1/26,124
9904 腳Θ,2018/1/26,39.6
1101 猟,2018/1/29,34.49
1102 ㄈ猟,2018/1/29,30.15
1216 参,2018/1/29,69.2
1301 鹅,2018/1/29,104.5
1303 玭ㄈ,2018/1/29,82
1326 て,2018/1/29,114.5
1402 环狥穝,2018/1/29,26.45
2002 い葵,2018/1/29,25.15
2105 タ穝,2018/1/29,51.6
2207 ㎝ó,2018/1/29,384.5
2301 腳,2018/1/29,43
2303 羛筿,2018/1/29,14.55
2308 笷筿,2018/1/29,146.5
2317 翬,2018/1/29,114.89
2327 瓣エ,2018/1/29,319.25
2330 縩筿,2018/1/29,258.5
2357 地河,2018/1/29,282
2382 約笷,2018/1/29,64.5
2395 地,2018/1/29,231
2408 玭ㄈ,2018/1/29,78.8
2409 ね笷,2018/1/29,14.25
2412 い地筿,2018/1/29,109.5
2454 羛祇,2018/1/29,308
2474 Θ,2018/1/29,331
2633 芖蔼臟,2018/1/29,23.85
2801 裹蝗,2018/1/29,16.63
2823 い关,2018/1/29,28.77
2880 地玭,2018/1/29,16.64
2881 碔ü,2018/1/29,54
2882 瓣,2018/1/29,55.2
2883 秨祇,2018/1/29,10.75
2884 ド,2018/1/29,18.37
2885 じ,2018/1/29,14.2
2886 伦,2018/1/29,25.7
2887 穝,2018/1/29,14.11
2890 ッ伦,2018/1/29,9.9
2891 い獺,2018/1/29,21.2
2892 材,2018/1/29,19.99
2912 参禬,2018/1/29,291.5
3008 ミ,2018/1/29,"4,035"
3045 芖,2018/1/29,111.5
3481 竤承,2018/1/29,14.35
4904 环肚,2018/1/29,75.7
4938 ㎝河,2018/1/29,78.5
5871 い-KY,2018/1/29,95.68
5880 畐,2018/1/29,16.79
6505 鹅て,2018/1/29,126.5
9904 腳Θ,2018/1/29,39.4
1101 猟,2018/1/30,34.45
1102 ㄈ猟,2018/1/30,29.75
1216 参,2018/1/30,69.4
1301 鹅,2018/1/30,103
1303 玭ㄈ,2018/1/30,81
1326 て,2018/1/30,109.5
1402 环狥穝,2018/1/30,26.1
2002 い葵,2018/1/30,24.9
2105 タ穝,2018/1/30,51.1
2207 ㎝ó,2018/1/30,373
2301 腳,2018/1/30,42.5
2303 羛筿,2018/1/30,14.45
2308 笷筿,2018/1/30,146
2317 翬,2018/1/30,113.56
2327 瓣エ,2018/1/30,311.32
2330 縩筿,2018/1/30,253
2357 地河,2018/1/30,282
2382 約笷,2018/1/30,63.7
2395 地,2018/1/30,228
2408 玭ㄈ,2018/1/30,78.4
2409 ね笷,2018/1/30,13.8
2412 い地筿,2018/1/30,108
2454 羛祇,2018/1/30,299
2474 Θ,2018/1/30,323.5
2633 芖蔼臟,2018/1/30,23.65
2801 裹蝗,2018/1/30,16.39
2823 い关,2018/1/30,28.49
2880 地玭,2018/1/30,16.55
2881 碔ü,2018/1/30,53.1
2882 瓣,2018/1/30,54.4
2883 秨祇,2018/1/30,10.7
2884 ド,2018/1/30,18.18
2885 じ,2018/1/30,14.05
2886 伦,2018/1/30,25.4
2887 穝,2018/1/30,13.97
2890 ッ伦,2018/1/30,9.79
2891 い獺,2018/1/30,21.1
2892 材,2018/1/30,19.84
2912 参禬,2018/1/30,286
3008 ミ,2018/1/30,"4,055"
3045 芖,2018/1/30,111
3481 竤承,2018/1/30,13.85
4904 环肚,2018/1/30,76
4938 ㎝河,2018/1/30,79.9
5871 い-KY,2018/1/30,95.88
5880 畐,2018/1/30,16.65
6505 鹅て,2018/1/30,124
9904 腳Θ,2018/1/30,38.85
1101 猟,2018/1/31,34.22
1102 ㄈ猟,2018/1/31,30.05
1216 参,2018/1/31,70
1301 鹅,2018/1/31,103.5
1303 玭ㄈ,2018/1/31,80.1
1326 て,2018/1/31,109
1402 环狥穝,2018/1/31,26.05
2002 い葵,2018/1/31,24.9
2105 タ穝,2018/1/31,50.8
2207 ㎝ó,2018/1/31,379.5
2301 腳,2018/1/31,42.8
2303 羛筿,2018/1/31,14.25
2308 笷筿,2018/1/31,147
2317 翬,2018/1/31,111.86
2327 瓣エ,2018/1/31,323
2330 縩筿,2018/1/31,255
2357 地河,2018/1/31,281
2382 約笷,2018/1/31,63.5
2395 地,2018/1/31,228
2408 玭ㄈ,2018/1/31,79.4
2409 ね笷,2018/1/31,13.9
2412 い地筿,2018/1/31,108.5
2454 羛祇,2018/1/31,299
2474 Θ,2018/1/31,334
2633 芖蔼臟,2018/1/31,23.85
2801 裹蝗,2018/1/31,16.43
2823 い关,2018/1/31,28.3
2880 地玭,2018/1/31,16.64
2881 碔ü,2018/1/31,54.2
2882 瓣,2018/1/31,54.6
2883 秨祇,2018/1/31,10.7
2884 ド,2018/1/31,18.09
2885 じ,2018/1/31,14
2886 伦,2018/1/31,25.3
2887 穝,2018/1/31,14.07
2890 ッ伦,2018/1/31,9.85
2891 い獺,2018/1/31,21.3
2892 材,2018/1/31,19.94
2912 参禬,2018/1/31,288.5
3008 ミ,2018/1/31,"4,005"
3045 芖,2018/1/31,111.5
3481 竤承,2018/1/31,13.75
4904 环肚,2018/1/31,76
4938 ㎝河,2018/1/31,79
5871 い-KY,2018/1/31,96.17
5880 畐,2018/1/31,16.84
6505 鹅て,2018/1/31,124
9904 腳Θ,2018/1/31,39.2
1101 猟,2018/2/1,34.45
1102 ㄈ猟,2018/2/1,30
1216 参,2018/2/1,70.3
1301 鹅,2018/2/1,103
1303 玭ㄈ,2018/2/1,80.1
1326 て,2018/2/1,110.5
1402 环狥穝,2018/2/1,26.1
2002 い葵,2018/2/1,24.85
2105 タ穝,2018/2/1,51
2207 ㎝ó,2018/2/1,372.5
2301 腳,2018/2/1,41.85
2303 羛筿,2018/2/1,14.4
2308 笷筿,2018/2/1,147
2317 翬,2018/2/1,113.44
2327 瓣エ,2018/2/1,322.17
2330 縩筿,2018/2/1,259.5
2357 地河,2018/2/1,283
2382 約笷,2018/2/1,64
2395 地,2018/2/1,226.5
2408 玭ㄈ,2018/2/1,81.2
2409 ね笷,2018/2/1,13.5
2412 い地筿,2018/2/1,109
2454 羛祇,2018/2/1,307
2474 Θ,2018/2/1,333.5
2633 芖蔼臟,2018/2/1,23.75
2801 裹蝗,2018/2/1,16.43
2823 い关,2018/2/1,28.44
2880 地玭,2018/2/1,16.64
2881 碔ü,2018/2/1,54
2882 瓣,2018/2/1,54.8
2883 秨祇,2018/2/1,10.65
2884 ド,2018/2/1,18.18
2885 じ,2018/2/1,13.95
2886 伦,2018/2/1,25.4
2887 穝,2018/2/1,14.07
2890 ッ伦,2018/2/1,9.8
2891 い獺,2018/2/1,21.3
2892 材,2018/2/1,19.94
2912 参禬,2018/2/1,291.5
3008 ミ,2018/2/1,"4,080"
3045 芖,2018/2/1,111.5
3481 竤承,2018/2/1,13.55
4904 环肚,2018/2/1,76.4
4938 ㎝河,2018/2/1,77
5871 い-KY,2018/2/1,96.46
5880 畐,2018/2/1,16.75
6505 鹅て,2018/2/1,124.5
9904 腳Θ,2018/2/1,39.2
1101 猟,2018/2/2,34.45
1102 ㄈ猟,2018/2/2,29.5
1216 参,2018/2/2,69
1301 鹅,2018/2/2,100
1303 玭ㄈ,2018/2/2,79.8
1326 て,2018/2/2,107
1402 环狥穝,2018/2/2,26.35
2002 い葵,2018/2/2,24.8
2105 タ穝,2018/2/2,51.3
2207 ㎝ó,2018/2/2,370
2301 腳,2018/2/2,41.95
2303 羛筿,2018/2/2,14.55
2308 笷筿,2018/2/2,147
2317 翬,2018/2/2,115.5
2327 瓣エ,2018/2/2,333.85
2330 縩筿,2018/2/2,259.5
2357 地河,2018/2/2,282.5
2382 約笷,2018/2/2,64
2395 地,2018/2/2,225.5
2408 玭ㄈ,2018/2/2,79.6
2409 ね笷,2018/2/2,13.5
2412 い地筿,2018/2/2,109
2454 羛祇,2018/2/2,304.5
2474 Θ,2018/2/2,353.5
2633 芖蔼臟,2018/2/2,23.55
2801 裹蝗,2018/2/2,16.58
2823 い关,2018/2/2,28.58
2880 地玭,2018/2/2,16.64
2881 碔ü,2018/2/2,53.4
2882 瓣,2018/2/2,54.7
2883 秨祇,2018/2/2,10.65
2884 ド,2018/2/2,18.18
2885 じ,2018/2/2,13.9
2886 伦,2018/2/2,25.3
2887 穝,2018/2/2,13.97
2890 ッ伦,2018/2/2,9.85
2891 い獺,2018/2/2,21.3
2892 材,2018/2/2,19.94
2912 参禬,2018/2/2,291
3008 ミ,2018/2/2,"3,980"
3045 芖,2018/2/2,109
3481 竤承,2018/2/2,13.7
4904 环肚,2018/2/2,75.9
4938 ㎝河,2018/2/2,77.6
5871 い-KY,2018/2/2,94.31
5880 畐,2018/2/2,16.79
6505 鹅て,2018/2/2,120.5
9904 腳Θ,2018/2/2,38.65
1101 猟,2018/2/5,34.36
1102 ㄈ猟,2018/2/5,29.1
1216 参,2018/2/5,68.3
1301 鹅,2018/2/5,100.5
1303 玭ㄈ,2018/2/5,78.8
1326 て,2018/2/5,107.5
1402 环狥穝,2018/2/5,26
2002 い葵,2018/2/5,24.5
2105 タ穝,2018/2/5,50.9
2207 ㎝ó,2018/2/5,373
2301 腳,2018/2/5,41.2
2303 羛筿,2018/2/5,14.4
2308 笷筿,2018/2/5,145
2317 翬,2018/2/5,112.59
2327 瓣エ,2018/2/5,321.33
2330 縩筿,2018/2/5,253
2357 地河,2018/2/5,276.5
2382 約笷,2018/2/5,62.9
2395 地,2018/2/5,226
2408 玭ㄈ,2018/2/5,77.4
2409 ね笷,2018/2/5,13.35
2412 い地筿,2018/2/5,108
2454 羛祇,2018/2/5,299
2474 Θ,2018/2/5,346.5
2633 芖蔼臟,2018/2/5,23.3
2801 裹蝗,2018/2/5,16.34
2823 い关,2018/2/5,28.2
2880 地玭,2018/2/5,16.36
2881 碔ü,2018/2/5,52.1
2882 瓣,2018/2/5,54.1
2883 秨祇,2018/2/5,10.5
2884 ド,2018/2/5,17.99
2885 じ,2018/2/5,13.6
2886 伦,2018/2/5,25
2887 穝,2018/2/5,13.68
2890 ッ伦,2018/2/5,9.66
2891 い獺,2018/2/5,20.85
2892 材,2018/2/5,19.89
2912 参禬,2018/2/5,288.5
3008 ミ,2018/2/5,"3,800"
3045 芖,2018/2/5,109
3481 竤承,2018/2/5,13.4
4904 环肚,2018/2/5,74.9
4938 ㎝河,2018/2/5,77
5871 い-KY,2018/2/5,91.86
5880 畐,2018/2/5,16.55
6505 鹅て,2018/2/5,119.5
9904 腳Θ,2018/2/5,38.05
1101 猟,2018/2/6,32.27
1102 ㄈ猟,2018/2/6,27.2
1216 参,2018/2/6,65.7
1301 鹅,2018/2/6,96.7
1303 玭ㄈ,2018/2/6,76.1
1326 て,2018/2/6,103
1402 环狥穝,2018/2/6,24.3
2002 い葵,2018/2/6,23.6
2105 タ穝,2018/2/6,49.4
2207 ㎝ó,2018/2/6,341
2301 腳,2018/2/6,39.3
2303 羛筿,2018/2/6,13.95
2308 笷筿,2018/2/6,138.5
2317 翬,2018/2/6,108.22
2327 瓣エ,2018/2/6,295.46
2330 縩筿,2018/2/6,239
2357 地河,2018/2/6,270
2382 約笷,2018/2/6,60
2395 地,2018/2/6,213
2408 玭ㄈ,2018/2/6,72.4
2409 ね笷,2018/2/6,12.8
2412 い地筿,2018/2/6,106.5
2454 羛祇,2018/2/6,286.5
2474 Θ,2018/2/6,337.5
2633 芖蔼臟,2018/2/6,22.35
2801 裹蝗,2018/2/6,15.76
2823 い关,2018/2/6,26.83
2880 地玭,2018/2/6,15.88
2881 碔ü,2018/2/6,49.2
2882 瓣,2018/2/6,50.8
2883 秨祇,2018/2/6,9.89
2884 ド,2018/2/6,17.43
2885 じ,2018/2/6,12.9
2886 伦,2018/2/6,24
2887 穝,2018/2/6,12.87
2890 ッ伦,2018/2/6,9.34
2891 い獺,2018/2/6,19.7
2892 材,2018/2/6,19.3
2912 参禬,2018/2/6,276.5
3008 ミ,2018/2/6,"3,420"
3045 芖,2018/2/6,106
3481 竤承,2018/2/6,12.75
4904 环肚,2018/2/6,74.4
4938 ㎝河,2018/2/6,71.5
5871 い-KY,2018/2/6,88.43
5880 畐,2018/2/6,16.02
6505 鹅て,2018/2/6,113
9904 腳Θ,2018/2/6,36.6
1101 猟,2018/2/7,33.09
1102 ㄈ猟,2018/2/7,27.4
1216 参,2018/2/7,66.8
1301 鹅,2018/2/7,101
1303 玭ㄈ,2018/2/7,77.7
1326 て,2018/2/7,107.5
1402 环狥穝,2018/2/7,24.45
2002 い葵,2018/2/7,23.6
2105 タ穝,2018/2/7,49.1
2207 ㎝ó,2018/2/7,337.5
2301 腳,2018/2/7,39.6
2303 羛筿,2018/2/7,14.2
2308 笷筿,2018/2/7,137
2317 翬,2018/2/7,109.19
2327 瓣エ,2018/2/7,298.38
2330 縩筿,2018/2/7,240
2357 地河,2018/2/7,267.5
2382 約笷,2018/2/7,59.4
2395 地,2018/2/7,212.5
2408 玭ㄈ,2018/2/7,73.6
2409 ね笷,2018/2/7,13.3
2412 い地筿,2018/2/7,107.5
2454 羛祇,2018/2/7,284.5
2474 Θ,2018/2/7,343
2633 芖蔼臟,2018/2/7,22.35
2801 裹蝗,2018/2/7,16
2823 い关,2018/2/7,27.49
2880 地玭,2018/2/7,16.16
2881 碔ü,2018/2/7,50.2
2882 瓣,2018/2/7,52.7
2883 秨祇,2018/2/7,10.1
2884 ド,2018/2/7,17.57
2885 じ,2018/2/7,13.05
2886 伦,2018/2/7,24.1
2887 穝,2018/2/7,12.92
2890 ッ伦,2018/2/7,9.55
2891 い獺,2018/2/7,20.35
2892 材,2018/2/7,19.45
2912 参禬,2018/2/7,280
3008 ミ,2018/2/7,"3,655"
3045 芖,2018/2/7,108
3481 竤承,2018/2/7,13.1
4904 环肚,2018/2/7,75.5
4938 ㎝河,2018/2/7,73.6
5871 い-KY,2018/2/7,88.82
5880 畐,2018/2/7,16.12
6505 鹅て,2018/2/7,116
9904 腳Θ,2018/2/7,37.1
1101 猟,2018/2/8,33.4
1102 ㄈ猟,2018/2/8,27.7
1216 参,2018/2/8,66.6
1301 鹅,2018/2/8,100
1303 玭ㄈ,2018/2/8,77.7
1326 て,2018/2/8,108.5
1402 环狥穝,2018/2/8,24.5
2002 い葵,2018/2/8,23.75
2105 タ穝,2018/2/8,49
2207 ㎝ó,2018/2/8,340.5
2301 腳,2018/2/8,38.35
2303 羛筿,2018/2/8,14.15
2308 笷筿,2018/2/8,137
2317 翬,2018/2/8,107.98
2327 瓣エ,2018/2/8,290.45
2330 縩筿,2018/2/8,238.5
2357 地河,2018/2/8,274
2382 約笷,2018/2/8,59.5
2395 地,2018/2/8,219
2408 玭ㄈ,2018/2/8,72.7
2409 ね笷,2018/2/8,13.8
2412 い地筿,2018/2/8,108
2454 羛祇,2018/2/8,286
2474 Θ,2018/2/8,337
2633 芖蔼臟,2018/2/8,22.3
2801 裹蝗,2018/2/8,16
2823 い关,2018/2/8,27.26
2880 地玭,2018/2/8,16.07
2881 碔ü,2018/2/8,50.6
2882 瓣,2018/2/8,53.3
2883 秨祇,2018/2/8,10.1
2884 ド,2018/2/8,17.8
2885 じ,2018/2/8,13.15
2886 伦,2018/2/8,24.1
2887 穝,2018/2/8,13.06
2890 ッ伦,2018/2/8,9.51
2891 い獺,2018/2/8,20.6
2892 材,2018/2/8,19.5
2912 参禬,2018/2/8,276
3008 ミ,2018/2/8,"3,725"
3045 芖,2018/2/8,107
3481 竤承,2018/2/8,13.5
4904 环肚,2018/2/8,74.2
4938 ㎝河,2018/2/8,72
5871 い-KY,2018/2/8,91.17
5880 畐,2018/2/8,16.02
6505 鹅て,2018/2/8,115.5
9904 腳Θ,2018/2/8,37.2
1101 猟,2018/2/9,32.36
1102 ㄈ猟,2018/2/9,27.1
1216 参,2018/2/9,66
1301 鹅,2018/2/9,97.8
1303 玭ㄈ,2018/2/9,76
1326 て,2018/2/9,105.5
1402 环狥穝,2018/2/9,24.35
2002 い葵,2018/2/9,23.75
2105 タ穝,2018/2/9,47.4
2207 ㎝ó,2018/2/9,332
2301 腳,2018/2/9,37.65
2303 羛筿,2018/2/9,14.05
2308 笷筿,2018/2/9,134.5
2317 翬,2018/2/9,106.16
2327 瓣エ,2018/2/9,276.68
2330 縩筿,2018/2/9,232.5
2357 地河,2018/2/9,271.5
2382 約笷,2018/2/9,59.2
2395 地,2018/2/9,209.5
2408 玭ㄈ,2018/2/9,73.3
2409 ね笷,2018/2/9,13.35
2412 い地筿,2018/2/9,107.5
2454 羛祇,2018/2/9,283
2474 Θ,2018/2/9,333.5
2633 芖蔼臟,2018/2/9,21.85
2801 裹蝗,2018/2/9,15.81
2823 い关,2018/2/9,27.4
2880 地玭,2018/2/9,15.93
2881 碔ü,2018/2/9,50.2
2882 瓣,2018/2/9,52.8
2883 秨祇,2018/2/9,10
2884 ド,2018/2/9,17.61
2885 じ,2018/2/9,12.95
2886 伦,2018/2/9,23.95
2887 穝,2018/2/9,13.01
2890 ッ伦,2018/2/9,9.41
2891 い獺,2018/2/9,20.35
2892 材,2018/2/9,19.25
2912 参禬,2018/2/9,273
3008 ミ,2018/2/9,"3,575"
3045 芖,2018/2/9,107
3481 竤承,2018/2/9,13.25
4904 环肚,2018/2/9,73.3
4938 ㎝河,2018/2/9,73.4
5871 い-KY,2018/2/9,88.33
5880 畐,2018/2/9,15.92
6505 鹅て,2018/2/9,116
9904 腳Θ,2018/2/9,36.8
1101 猟,2018/2/12,32.68
1102 ㄈ猟,2018/2/12,27.25
1216 参,2018/2/12,65.5
1301 鹅,2018/2/12,101
1303 玭ㄈ,2018/2/12,76.2
1326 て,2018/2/12,105.5
1402 环狥穝,2018/2/12,24.4
2002 い葵,2018/2/12,23.65
2105 タ穝,2018/2/12,48.95
2207 ㎝ó,2018/2/12,326
2301 腳,2018/2/12,37.45
2303 羛筿,2018/2/12,13.85
2308 笷筿,2018/2/12,135
2317 翬,2018/2/12,106.28
2327 瓣エ,2018/2/12,260.41
2330 縩筿,2018/2/12,236.5
2357 地河,2018/2/12,270
2382 約笷,2018/2/12,58.5
2395 地,2018/2/12,207
2408 玭ㄈ,2018/2/12,76
2409 ね笷,2018/2/12,13.1
2412 い地筿,2018/2/12,106.5
2454 羛祇,2018/2/12,285
2474 Θ,2018/2/12,324.5
2633 芖蔼臟,2018/2/12,21.85
2801 裹蝗,2018/2/12,15.81
2823 い关,2018/2/12,27.49
2880 地玭,2018/2/12,16.02
2881 碔ü,2018/2/12,51
2882 瓣,2018/2/12,53
2883 秨祇,2018/2/12,10.35
2884 ド,2018/2/12,17.71
2885 じ,2018/2/12,13.05
2886 伦,2018/2/12,24.15
2887 穝,2018/2/12,13.11
2890 ッ伦,2018/2/12,9.51
2891 い獺,2018/2/12,20.6
2892 材,2018/2/12,19.25
2912 参禬,2018/2/12,273.5
3008 ミ,2018/2/12,"3,680"
3045 芖,2018/2/12,107.5
3481 竤承,2018/2/12,13.1
4904 环肚,2018/2/12,73.5
4938 ㎝河,2018/2/12,72.3
5871 い-KY,2018/2/12,88.52
5880 畐,2018/2/12,16.02
6505 鹅て,2018/2/12,111.5
9904 腳Θ,2018/2/12,36.8
1101 猟,2018/2/21,33.81
1102 ㄈ猟,2018/2/21,28.35
1216 参,2018/2/21,69.2
1301 鹅,2018/2/21,104
1303 玭ㄈ,2018/2/21,79
1326 て,2018/2/21,109.5
1402 环狥穝,2018/2/21,25.4
2002 い葵,2018/2/21,24.5
2105 タ穝,2018/2/21,50
2207 ㎝ó,2018/2/21,337
2301 腳,2018/2/21,39.6
2303 羛筿,2018/2/21,14.1
2308 笷筿,2018/2/21,137.5
2317 翬,2018/2/21,107.01
2327 瓣エ,2018/2/21,272.09
2330 縩筿,2018/2/21,242.5
2357 地河,2018/2/21,271
2382 約笷,2018/2/21,59.5
2395 地,2018/2/21,212.5
2408 玭ㄈ,2018/2/21,79.9
2409 ね笷,2018/2/21,13.4
2412 い地筿,2018/2/21,109
2454 羛祇,2018/2/21,304.5
2474 Θ,2018/2/21,342.5
2633 芖蔼臟,2018/2/21,22.65
2801 裹蝗,2018/2/21,16.05
2823 い关,2018/2/21,27.87
2880 地玭,2018/2/21,16.21
2881 碔ü,2018/2/21,51.9
2882 瓣,2018/2/21,54
2883 秨祇,2018/2/21,10.5
2884 ド,2018/2/21,18.18
2885 じ,2018/2/21,13.2
2886 伦,2018/2/21,24.7
2887 穝,2018/2/21,13.4
2890 ッ伦,2018/2/21,9.8
2891 い獺,2018/2/21,21.1
2892 材,2018/2/21,19.55
2912 参禬,2018/2/21,280.5
3008 ミ,2018/2/21,"3,950"
3045 芖,2018/2/21,108
3481 竤承,2018/2/21,13.05
4904 环肚,2018/2/21,74.5
4938 ㎝河,2018/2/21,76
5871 い-KY,2018/2/21,92.94
5880 畐,2018/2/21,16.16
6505 鹅て,2018/2/21,115.5
9904 腳Θ,2018/2/21,37.2
1101 猟,2018/2/22,33.18
1102 ㄈ猟,2018/2/22,28.25
1216 参,2018/2/22,66.8
1301 鹅,2018/2/22,102.5
1303 玭ㄈ,2018/2/22,78.5
1326 て,2018/2/22,106.5
1402 环狥穝,2018/2/22,25.25
2002 い葵,2018/2/22,24.3
2105 タ穝,2018/2/22,49.6
2207 ㎝ó,2018/2/22,329
2301 腳,2018/2/22,39.35
2303 羛筿,2018/2/22,13.95
2308 笷筿,2018/2/22,137.5
2317 翬,2018/2/22,106.64
2327 瓣エ,2018/2/22,272.93
2330 縩筿,2018/2/22,239.5
2357 地河,2018/2/22,272
2382 約笷,2018/2/22,59.7
2395 地,2018/2/22,215.5
2408 玭ㄈ,2018/2/22,79.3
2409 ね笷,2018/2/22,13.3
2412 い地筿,2018/2/22,108.5
2454 羛祇,2018/2/22,302
2474 Θ,2018/2/22,349
2633 芖蔼臟,2018/2/22,22.7
2801 裹蝗,2018/2/22,16.05
2823 い关,2018/2/22,27.78
2880 地玭,2018/2/22,16.21
2881 碔ü,2018/2/22,51.8
2882 瓣,2018/2/22,54.2
2883 秨祇,2018/2/22,10.5
2884 ド,2018/2/22,18.18
2885 じ,2018/2/22,13.15
2886 伦,2018/2/22,24.75
2887 穝,2018/2/22,13.3
2890 ッ伦,2018/2/22,9.9
2891 い獺,2018/2/22,21.2
2892 材,2018/2/22,19.65
2912 参禬,2018/2/22,282
3008 ミ,2018/2/22,"3,845"
3045 芖,2018/2/22,107
3481 竤承,2018/2/22,12.9
4904 环肚,2018/2/22,73.3
4938 ㎝河,2018/2/22,73.7
5871 い-KY,2018/2/22,95.78
5880 畐,2018/2/22,16.31
6505 鹅て,2018/2/22,113
9904 腳Θ,2018/2/22,37
1101 猟,2018/2/23,33.49
1102 ㄈ猟,2018/2/23,28.4
1216 参,2018/2/23,66.8
1301 鹅,2018/2/23,104
1303 玭ㄈ,2018/2/23,79.1
